loan_id,customer_id,loan_purpose,loan_type,loan_amount,interest_rate,tenure_months,emi_amount,disbursement_date,maturity_date,repayment_frequency,loan_status,num_payments_made,outstanding_balance,collateral_value,num_late_payments,penalty_charges,loan_officer_id,branch_code,insurance_taken,loan_duration_years,total_repayment,total_interest_paid,default_flag,ltv_ratio,risk_category,disbursement_year,disbursement_month,days_to_maturity,log_loan_amount,log_emi_amount,log_outstanding_balance,log_total_repayment,log_total_interest_paid,insurance_taken_enc,default_flag_enc,loan_purpose_Education,loan_purpose_Home,loan_purpose_Medical,loan_purpose_Personal,loan_purpose_Travel,loan_purpose_Vehicle,loan_purpose_Wedding,loan_type_Unsecured,repayment_frequency_Monthly,repayment_frequency_Quarterly,risk_category_Low,risk_category_Medium,loan_amount_scaled,interest_rate_scaled,tenure_months_scaled,emi_amount_scaled,num_payments_made_scaled,outstanding_balance_scaled,num_late_payments_scaled
LOAN000011,CUST00272,Personal,Secured,461695.99,16.47,180,6932.83,2019-09-13,2034-06-26,Monthly,Active,42,27152.06,383747.58,14.0,35463.36,LO153,BR44,False,15.0,1247909.4,786213.41,False,1.2031,Medium,2019,9,5400,13.042664089088946,8.844167609071048,10.209245026193425,14.03698103046234,13.574984820471478,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.31081693684737244,0.5252610961702824,1.303264165726395,-0.33921923012123406,-1.06275965624912,-0.8090060734725747,0.8297570387752581
LOAN000012,CUST01067,Home,Unsecured,192667.76,12.81,120,2855.19,2023-03-12,2033-01-18,Bi-Annual,Active,62,150371.03,247886.4,11.0,47564.19,LO129,BR35,True,10.0,342622.8,149955.04,False,0.7772,Medium,2023,3,3600,12.168727723979284,7.957243847857322,11.920867702458493,12.744388331227556,11.918097463459299,1,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.5682162161675967,-0.3005643668968484,0.450193713383232,-0.730695539213746,-0.7740185795648815,-0.11053229973035149,0.2886895594985357
LOAN000013,CUST01492,Home,Unsecured,106403.89,14.14,48,2915.12,2018-11-19,2022-10-29,Monthly,Active,72,7847.19,140897.62,3.0,22496.39,LO172,BR24,True,4.0,139925.76,33521.87,False,0.7552,Low,2018,11,1440,11.57500681348023,7.978009244545192,8.968038210941948,11.84887442184733,10.41998317145585,1,0,0,1,0,0,0,0,0,1,1,0,1,0,-0.8500780922888254,-0.00046932157463951287,-0.5734908294285638,-0.7249419231015061,-0.6296480412227624,-0.9184368323930805,-1.154157051906057
LOAN000014,CUST00319,Education,Secured,343813.72,17.26,48,9967.07,2019-01-18,2022-12-28,Monthly,Defaulted,185,185664.22,106093.09,2.0,6843.34,LO116,BR35,True,4.0,478419.36,134605.64,True,3.2407,High,2019,1,1440,12.747858186604784,9.207142263474488,12.131700438469483,13.078245039241398,11.810112026328168,1,1,1,0,0,0,0,0,0,0,1,0,0,0,-0.07435611165635493,0.7035130403842266,-0.5734908294285638,-0.04791517284769751,1.0017390420431842,0.08952916488586221,-1.3345128783316313
LOAN000015,CUST00527,Home,Secured,263287.71,21.26,60,7161.38,2020-08-06,2025-07-11,Quarterly,Active,116,73070.89,263070.05,4.0,33447.44,LO168,BR41,False,5.0,429682.8,166395.09,False,1.0008,Low,2020,8,1800,12.481006465719654,8.876597606955945,11.199199030059075,12.970804868330962,12.022126309497018,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-0.33746988402892303,1.6060545300750801,-0.40287673895993115,-0.31727714831825643,0.005582327482561994,-0.5487125612323116,-0.9738012254804831
LOAN000016,CUST00760,Vehicle,Unsecured,347236.42,11.08,60,7563.62,2020-06-02,2025-05-07,Bi-Annual,Closed,47,317730.62,548965.12,16.0,48005.12,LO131,BR39,False,5.0,453817.2,106580.78,False,0.6325,Medium,2020,6,1800,12.757764032458558,8.931237393632335,12.668962343161507,13.025451956297132,11.576667856780931,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.06317265045295503,-0.6909135611881427,-0.40287673895993115,-0.27865985238988317,-0.9905743870780603,0.8381551012376265,1.1904686916264062
LOAN000017,CUST01196,Medical,Secured,108405.63,10.32,12,9546.72,2019-07-31,2020-07-25,Monthly,Active,4,48926.84,96109.5,4.0,34860.3,LO199,BR28,True,1.0,114560.64,6155.01,False,1.1279,Low,2019,7,360,11.593644528478965,9.164057661515523,10.798101838612258,11.648868297734463,8.7251841193889,1,0,0,0,1,0,0,0,0,0,1,0,1,0,-0.8435375302678204,-0.8623964442294049,-1.0853331008344616,-0.08827113034444503,-1.6113677019491728,-0.6855744885550358,-0.9738012254804831
LOAN000018,CUST00321,Education,Secured,347957.79,15.83,180,5069.28,2019-10-22,2034-08-04,Monthly,Closed,218,312627.32,115385.91,3.0,40166.06,LO152,BR38,False,15.0,912470.4,564512.61,False,3.0156,Low,2019,10,5400,12.759839332204233,8.531151321884742,12.65277028787563,13.723912021481844,13.243719772112925,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-0.06081561845824428,0.38085445781974603,1.303264165726395,-0.5181304816808006,1.4781618185721777,0.8092267535202362,-1.154157051906057
LOAN000019,CUST00739,Personal,Unsecured,516912.19,8.53,60,10612.72,2023-08-17,2028-07-21,Bi-Annual,Active,75,154598.66,323811.31,6.0,21137.44,LO186,BR20,True,5.0,636763.2,119851.01,False,1.5963,Medium,2023,8,1800,13.155630228366787,9.269902782787378,11.948594215909237,13.364154693339021,11.694013010685604,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.4912324656694041,-1.266283760866062,-0.40287673895993115,0.014070848224682653,-0.5863368797201266,-0.08656773745486876,-0.6130895726293348
LOAN000020,CUST01068,Business,Secured,80441.82,15.53,36,2809.47,2023-10-16,2026-09-30,Bi-Annual,Closed,34,31160.15,34168.4,6.0,4823.16,LO174,BR21,False,3.0,101140.92,20699.1,False,2.3543,Medium,2023,10,1080,11.295301900457579,7.94110700812791,10.34692740559378,11.524279958040895,9.937893810159666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.9349075551704543,0.31316384609293185,-0.7441049198971964,-0.7350849156304258,-1.1782560869228151,-0.7862859862343965,-0.6130895726293348
LOAN000021,CUST00454,Personal,Unsecured,863140.95,7.88,36,26999.94,2023-11-14,2026-10-29,Bi-Annual,Active,92,754642.8625,217196.42,6.0,8444.1,LO185,BR35,False,3.0,971997.84,108856.89,False,3.974,Medium,2023,11,1080,13.668334440896391,10.20362695919526,13.534001211645206,13.787109890026226,11.597798549106976,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.6225135902088734,-1.4129467529408257,-0.7441049198971964,1.587335874535734,-0.34090696453852404,3.3148171185646045,-0.6130895726293348
LOAN000022,CUST00746,Home,Unsecured,328928.02,14.1,48,9004.95,2021-10-30,2025-10-09,Monthly,Active,143,66217.96,248394.03,16.0,49132.74,LO117,BR28,True,4.0,432237.6,103309.58,False,1.3242,Medium,2021,10,1440,12.703597261790426,9.105640748991785,11.1007221057529,12.976733029571372,11.545495069998674,1,0,0,1,0,0,0,0,0,1,1,0,0,1,-0.12299421854140148,-0.009494736471548257,-0.5734908294285638,-0.1402840888147979,0.39538278100628377,-0.5875587866007861,1.1904686916264062
LOAN000023,CUST00929,Education,Secured,530065.35,16.12,120,8918.97,2023-01-07,2032-11-15,Quarterly,Defaulted,82,306643.42,573463.12,14.0,24659.22,LO177,BR10,True,10.0,1070276.4,540211.05,True,0.9243,High,2023,1,3600,13.180757466372102,9.0960478623397,12.633444114247448,13.883428425174458,13.199717026644993,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0.5342096049343442,0.44628871582233315,0.450193713383232,-0.1485386510262179,-0.4852775028806432,0.7753066743741752,0.8297570387752581
LOAN000024,CUST00848,Medical,Unsecured,96457.28,7.59,60,1936.93,2019-06-22,2024-05-26,Monthly,Closed,176,37474.65,14034.83,6.0,601.03,LO133,BR44,False,5.0,116215.8,19758.52,False,6.8727,Medium,2019,6,1800,11.476865862238606,7.569375672087337,10.531446667716976,11.663212691262764,9.89139067950884,0,0,0,0,1,0,0,0,0,1,1,0,0,1,-0.8825780271473723,-1.4783810109434126,-0.40287673895993115,-0.8188536491958165,0.871805557535277,-0.750491882093652,-0.6130895726293348
LOAN000025,CUST00868,Medical,Secured,463271.24,9.71,12,40666.44,2021-10-20,2022-10-15,Monthly,Active,59,358649.25,559468.0,14.0,47768.36,LO136,BR31,False,1.0,487997.28,24726.04,False,0.8281,Medium,2021,10,360,13.046070151629875,10.613183051259917,12.790102958612751,13.098067160238909,10.115652660670767,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.3159639690911144,-1.0000340214072598,-1.0853331008344616,2.899396521923148,-0.8173297410675173,1.0701046940029428,0.8297570387752581
LOAN000026,CUST00774,Home,Unsecured,71990.29,11.7,60,1590.49,2021-04-06,2026-03-11,Monthly,Active,106,9308.08,142976.23,19.0,24889.0,LO143,BR39,True,5.0,95429.4,23439.11,False,0.5035,Medium,2021,4,1800,11.18430041845824,7.372425963321948,9.138745546913487,11.466152464956533,10.062203936512702,1,0,0,1,0,0,0,0,0,1,1,0,0,1,-0.9625224083169089,-0.5510196302860605,-0.40287673895993115,-0.8521138321746989,-0.13878821085955717,-0.910155693934268,1.7315361709031285
LOAN000027,CUST00083,Education,Unsecured,125668.49,12.21,60,2808.78,2022-01-15,2026-12-20,Monthly,Active,116,54944.14,242320.25,3.0,41813.42,LO140,BR21,False,5.0,168526.8,42858.31,False,0.5186,Low,2022,1,1800,11.741410644353163,7.940861467447881,10.914090511880326,12.034856000329203,10.66567816997124,0,0,1,0,0,0,0,0,0,1,1,0,1,0,-0.7871321996604861,-0.43594559035047636,-0.40287673895993115,-0.7351511595002311,0.005582327482561994,-0.6514650796000747,-1.154157051906057
LOAN000028,CUST00543,Business,Secured,331271.63,16.98,84,6765.97,2022-10-31,2029-09-24,Quarterly,Closed,50,231536.55,549363.3,1.0,27422.91,LO115,BR16,True,7.0,568341.48,237069.85,False,0.603,Low,2022,10,2520,12.710696970930202,8.81980870294325,12.352497342378696,13.250479473743782,12.37611432058975,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.11533661737539225,0.6403351361058666,-0.0616485580226659,-0.35523872594116335,-0.9472632255754245,0.3495590892185245,-1.5148687047572054
LOAN000029,CUST00322,Personal,Unsecured,215182.09,14.7,120,3432.21,2018-06-13,2028-04-21,Quarterly,Closed,126,87582.6,114623.67,12.0,5085.11,LO110,BR34,False,10.0,411865.2,196683.11,False,1.8773,Medium,2018,6,3600,12.279244526115434,8.141250962574299,11.380349044785767,12.928453818305044,12.189354218195886,0,0,0,0,0,1,0,0,0,1,0,1,0,1,-0.49465203114537987,0.12588648698207971,0.450193713383232,-0.675298383046806,0.14995286582468118,-0.46645210371385676,0.4690453859241098
LOAN000030,CUST00786,Business,Unsecured,274305.5,12.42,60,6160.15,2022-05-07,2027-04-11,Monthly,Active,90,16055.58,12293.05,11.0,30778.48,LO152,BR47,True,5.0,369609.0,95303.5,False,22.3139,Medium,2022,5,1800,12.522001373327397,8.726018727415159,9.683874013391247,12.820203674660707,11.464832307834946,1,0,0,0,0,0,0,0,0,1,1,0,0,1,-0.30146993457024807,-0.38856216214170675,-0.40287673895993115,-0.4134008436304213,-0.36978107220694784,-0.871907104546403,0.2886895594985357
LOAN000031,CUST01258,Education,Unsecured,1254075.84,13.49,24,42831.4725,2020-09-06,2022-08-27,Monthly,Active,81,754642.8625,1522081.7899999998,9.0,49870.01,LO153,BR36,False,2.0,1027955.34,-226120.5,False,0.8239,Medium,2020,9,720,14.041910274214777,10.665051797171085,13.534001211645206,13.843083253278216,0.0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2.8998692379052518,-0.14713231364940332,-0.914719010365829,3.107251784321333,-0.4997145567148551,3.3148171185646045,-0.07202209335261252
LOAN000032,CUST00540,Wedding,Secured,270885.49,6.7,24,12091.43,2020-05-05,2022-04-25,Monthly,Active,58,136309.13,30187.6,18.0,1736.89,LO164,BR36,False,2.0,290194.32,19308.83,False,8.9734,Medium,2020,5,720,12.509455156028563,9.400334915968372,11.822687936272892,12.578309492493089,9.868369571655169,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-0.3126446063645157,-1.6791964923996274,-0.914719010365829,0.15603530144227637,-0.8317667949017292,-0.19024298355594885,1.5511803444775545
LOAN000033,CUST00252,Business,Secured,473430.96,18.44,48,14016.12,2018-11-04,2022-10-14,Quarterly,Active,63,5353.88,194701.4,14.0,42089.71,LO118,BR36,False,4.0,672773.76,199342.8,False,2.4316,Medium,2018,11,1440,13.067763485401295,9.548034718659444,8.58576357366718,13.419165872073917,12.202786251247348,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.3491602277341173,0.9697627798430284,-0.5734908294285638,0.3408163359002636,-0.7595815257306696,-0.932570302627487,0.8297570387752581
LOAN000034,CUST00836,Home,Unsecured,254380.7,7.14,12,22027.16,2019-09-17,2020-09-11,Monthly,Active,104,155847.84,276996.78,16.0,11774.04,LO173,BR22,False,1.0,264325.92,9945.22,False,0.9184,Medium,2019,9,360,12.446591173898469,10.000076913838834,11.956641842113564,12.48494194935946,9.204947858475055,0,0,0,1,0,0,0,0,0,1,1,0,0,1,-0.36657298999009247,-1.5799169285336336,-1.0853331008344616,1.1099211051276787,-0.16766231852798102,-0.07948668923085499,1.1904686916264062
LOAN000035,CUST00449,Personal,Secured,248424.0,19.35,120,4694.36,2024-05-11,2034-03-20,Monthly,Closed,140,228520.52,88626.77,5.0,19693.31,LO163,BR50,False,10.0,563323.2,314899.2,False,2.803,Low,2024,5,3600,12.422896268099564,8.454330066019102,12.339385664312864,13.241610585081963,12.660011042211176,0,0,0,0,0,1,0,0,0,0,1,0,1,0,-0.38603613994489194,1.1750909687476976,0.450193713383232,-0.5541249043873084,0.352071619503648,0.33246255078925707,-0.793445399054909
LOAN000036,CUST01263,Home,Secured,122686.27,14.89,12,11067.09,2023-07-31,2024-07-25,Monthly,Closed,221,13621.36,204588.76,4.0,18635.48,LO180,BR11,True,1.0,132805.08,10118.81,False,0.5997,Low,2023,7,360,11.71739387633545,9.311821472424171,9.519467839289376,11.796645298108984,9.222250167961652,1,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.7968764196242581,0.16875720774239555,-1.0853331008344616,0.05769291651966823,1.5214729800748132,-0.8857056197386562,-0.9738012254804831
LOAN000037,CUST00490,Personal,Secured,360229.92,14.68,36,12431.11,2019-02-03,2022-01-18,Bi-Annual,Active,153,212777.45,559912.35,12.0,44939.86,LO198,BR49,True,3.0,447519.96,87290.04,False,0.6434,Medium,2019,2,1080,12.794500549239181,9.428037920702133,12.268006762524603,13.011478653589009,11.377003101967047,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.020717190393243077,0.12137377953362555,-0.7441049198971964,0.18864648650828134,0.539753319348403,0.24322205873524974,0.4690453859241098
LOAN000038,CUST00464,Vehicle,Unsecured,1408858.46,17.42,120,35996.72,2018-03-03,2028-01-10,Monthly,Defaulted,69,754642.8625,1522081.7899999998,13.0,25224.31,LO125,BR24,True,10.0,4319606.4,2910747.94,True,0.9256,High,2018,3,3600,14.15829104140636,10.491210882099274,13.534001211645206,15.27867507646086,14.883920973731886,1,1,0,0,0,0,0,1,0,1,1,0,0,0,3.4056119047269373,0.7396146999718608,0.450193713383232,2.4510772122009836,-0.6729592027253981,3.3148171185646045,0.649401212349684
LOAN000039,CUST00314,Education,Unsecured,287877.52,19.82,84,6361.5,2019-08-08,2026-07-02,Monthly,Active,130,20374.15,469889.59,13.0,22358.71,LO123,BR18,True,7.0,534366.0,246488.48,False,0.6126,Medium,2019,8,2520,12.57029386457754,8.758176660858778,9.922071300045154,13.188838147800865,12.415074594069385,1,0,1,0,0,0,0,0,0,1,1,0,0,1,-0.2571241960825725,1.2811395937863725,-0.0616485580226659,-0.39407011437629946,0.20770108116152883,-0.8474270436834535,0.649401212349684
LOAN000040,CUST01199,Vehicle,Unsecured,216726.96,21.11,120,4349.09,2021-06-21,2031-04-30,Bi-Annual,Closed,214,4901.38,95230.6,14.0,40901.26,LO158,BR49,False,10.0,521890.8,305163.84,False,2.2758,Medium,2021,6,3600,12.286398205504918,8.377951813523874,8.49747608046343,13.165215565685884,12.628607368610568,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.4896042636783812,1.5722092242116728,0.450193713383232,-0.5872727608043465,1.4204136032353298,-0.9351353247390851,0.8297570387752581
LOAN000041,CUST01204,Education,Secured,668046.09,14.92,60,15864.73,2024-02-20,2029-01-24,Monthly,Defaulted,11,310104.23,973867.4,15.0,2445.36,LO101,BR49,True,5.0,951883.8,283837.71,True,0.686,High,2024,2,1800,13.412113944046173,9.671916716195405,12.644666970473567,13.766199298048033,12.556161433279044,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0.9850531648742757,0.1755262689150768,-0.40287673895993115,0.5182932636701276,-1.5103083251096894,0.794924473653822,1.0101128652008322
LOAN000042,CUST00385,Business,Secured,608189.75,8.84,180,6110.91,2018-12-24,2033-10-06,Monthly,Active,40,481191.63,432157.14,9.0,4322.82,LO121,BR42,True,15.0,1099963.8,491774.05,False,1.4073,Medium,2018,12,5400,13.318243845296855,8.71799460560705,13.084022947088398,13.910788737256588,13.105776675472438,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.7894762647172328,-1.1963367954150208,1.303264165726395,-0.4181281597887176,-1.0916337639175437,1.7647431786612187,-0.07202209335261252
LOAN000043,CUST00295,Personal,Secured,381263.46,14.13,84,8493.98,2023-08-06,2030-06-30,Monthly,Active,104,61276.44,223473.25,9.0,25120.02,LO115,BR15,False,7.0,713494.32,332230.86,False,1.7061,Medium,2023,8,2520,12.851248534053367,9.047230679777186,11.023167028084934,13.477931156662379,12.713588377643312,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.048008604610747796,-0.002725675298866599,-0.0616485580226659,-0.1893400745460055,-0.16766231852798102,-0.6155700751420121,-0.07202209335261252
LOAN000044,CUST01239,Business,Secured,209673.1,7.13,48,5033.54,2019-01-21,2022-12-31,Quarterly,Active,206,175420.33,51169.35,10.0,34399.15,LO153,BR48,False,4.0,241609.92,31936.82,False,4.0976,Medium,2019,1,1440,12.25330969948618,8.524077440502376,12.074945959280303,12.395083942696864,10.371546166465336,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5126523162813595,-1.5821732822578607,-0.5734908294285638,-0.5215617221255103,1.3049171725616346,0.031461088954857164,0.1083337330729616
LOAN000045,CUST00986,Home,Unsecured,670341.1,19.01,12,42831.4725,2023-02-06,2024-02-01,Monthly,Closed,64,440130.72,945967.37,6.0,26280.81,LO133,BR46,False,1.0,513977.67,-156363.43,False,0.7086,Medium,2023,2,360,13.415543458071774,10.665051797171085,12.994829324730455,13.14993704552176,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.9925519685370024,1.098374942123975,-1.0853331008344616,3.107251784321333,-0.7451444718964577,1.5319870635842154,-0.6130895726293348
LOAN000046,CUST00762,Personal,Secured,295594.54,17.05,24,14621.97,2021-07-08,2023-06-28,Monthly,Active,62,98188.61,574699.47,16.0,43801.11,LO197,BR36,True,2.0,350927.28,55332.74,False,0.5143,Medium,2021,7,720,12.596747379985661,9.590348859047168,11.494655684264217,12.768337151085355,10.921138128041154,1,0,0,0,0,1,0,0,0,0,1,0,0,1,-0.23190930907060522,0.6561296121754566,-0.914719010365829,0.3989813337577738,-0.7740185795648815,-0.40633132986671494,1.1904686916264062
LOAN000047,CUST00769,Personal,Unsecured,557383.24,20.52,84,12552.47,2019-11-27,2026-10-21,Monthly,Closed,177,287512.65,48604.23,3.0,24926.65,LO170,BR11,True,7.0,1054407.48,497024.24,False,11.4678,Low,2019,11,2520,13.231010119500375,9.437752400366406,12.569025616353354,13.868490485186658,13.116396088497515,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0.6234691260649561,1.4390843544822718,-0.0616485580226659,0.2002977271453819,0.8862426113694889,0.6668628112539553,-1.154157051906057
LOAN000048,CUST01099,Personal,Unsecured,139324.64,20.41,48,4270.19,2021-04-25,2025-04-04,Bi-Annual,Active,174,134528.39,26145.36,6.0,11090.98,LO191,BR30,False,4.0,204969.12,65644.48,False,5.3288,Medium,2021,4,1440,11.844569206003358,8.359647755920827,11.809537967164692,12.230619491399532,11.092024027398756,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.742511571585338,1.4142644635157735,-0.5734908294285638,-0.5948476033081966,0.8429314498668532,-0.2003372100200535,-0.6130895726293348
LOAN000049,CUST00344,Personal,Unsecured,167817.45,7.32,36,5206.3,2019-10-24,2022-10-08,Monthly,Active,7,36321.9,41496.81,2.0,40257.37,LO160,BR49,False,3.0,187426.8,19609.35,False,4.0441,Low,2019,10,1080,12.030638019295125,8.557816766252609,10.5002036753427,12.14114898356873,9.883812767067834,0,0,0,0,0,1,0,0,0,1,1,0,1,0,-0.6494130718012951,-1.539302561497545,-0.7441049198971964,-0.5049757932159394,-1.568056540446537,-0.7570263113514306,-1.3345128783316313
LOAN000050,CUST00142,Personal,Unsecured,289961.67,15.95,120,4848.21,2018-10-07,2028-08-15,Monthly,Active,158,144846.12,249694.06,19.0,14716.19,LO195,BR25,True,10.0,581785.2,291823.53,False,1.1613,Medium,2018,10,3600,12.577507469539063,8.486571084066128,11.883434120362624,13.273858305270693,12.583907975965296,1,0,0,0,0,1,0,0,0,1,1,0,0,1,-0.2503143644680385,0.4079307025104715,0.450193713383232,-0.5393544415328428,0.6119385885194625,-0.14185056782889305,1.7315361709031285
